,Sen1-delta,Sen1-theta,Sen1-alpha,Sen1-beta,Sen1-gamma,Sen1-phi,Sen1-theta/beta,Sen1-theta/alpha,Sen1-theta/phi,Sen1-theta/(beta + alpha + gamma),Sen1-delta/(beta + alpha + gamma),Sen1-delta/alpha,Sen1-delta/phi,Sen1-delta/beta,Sen1-delta/theta,Sen1-(theta + alpha)/beta,Sen2-delta,Sen2-theta,Sen2-alpha,Sen2-beta,Sen2-gamma,Sen2-phi,Sen2-theta/beta,Sen2-theta/alpha,Sen2-theta/phi,Sen2-theta/(beta + alpha + gamma),Sen2-delta/(beta + alpha + gamma),Sen2-delta/alpha,Sen2-delta/phi,Sen2-delta/beta,Sen2-delta/theta,Sen2-(theta + alpha)/beta,Sen3-delta,Sen3-theta,Sen3-alpha,Sen3-beta,Sen3-gamma,Sen3-phi,Sen3-theta/beta,Sen3-theta/alpha,Sen3-theta/phi,Sen3-theta/(beta + alpha + gamma),Sen3-delta/(beta + alpha + gamma),Sen3-delta/alpha,Sen3-delta/phi,Sen3-delta/beta,Sen3-delta/theta,Sen3-(theta + alpha)/beta,Sen4-delta,Sen4-theta,Sen4-alpha,Sen4-beta,Sen4-gamma,Sen4-phi,Sen4-theta/beta,Sen4-theta/alpha,Sen4-theta/phi,Sen4-theta/(beta + alpha + gamma),Sen4-delta/(beta + alpha + gamma),Sen4-delta/alpha,Sen4-delta/phi,Sen4-delta/beta,Sen4-delta/theta,Sen4-(theta + alpha)/beta,Class,File
10,2.498688994558054,2.6972558118920897,3.2096619873035848,2.5823354767130677,1.0562246823088528,1.2895610457240687,1.0445024808803303,0.8403550973783492,2.0916076992521297,0.39386219580206433,0.36486681377571184,0.7784897613649299,1.937627538334239,0.9676082047010084,0.9263819114010015,2.287432385320559,1.744754727345077,0.6241468029428369,1.4743700169211509,0.43402176754376187,0.12388052574970254,0.2871106699520567,1.4380541475489588,0.423331182660788,2.1738892638405263,0.3071177025862862,0.8585240858597462,1.1833899952662874,6.076941437378227,4.0199705586636405,2.7954236393082543,4.835049706700246,1.6750253098423862,1.121150252437293,1.9837165498187184,0.47354521379791364,0.29453942025642277,0.4321912390202322,2.367567488319597,0.5651766390413737,2.5941068471885624,0.40742414786642284,0.6087014278716357,0.8443874252072243,3.8756577149495923,3.5372024909900293,1.4940239331891618,6.556642769872909,1.7027530743287833,1.7781352014517848,2.5120130173078095,2.2798738843634343,1.1000385455547255,1.1805790862493977,0.7799270010710525,0.7078527018771023,1.5061550913126656,0.301791870480806,0.28899772910916105,0.6778440488153475,1.4423032680837073,0.7468628357064631,0.9576060768261858,1.8817480423736026,Fatigued,0
11,2.3449876883583403,1.4131171454435718,3.1856197580444174,1.2438762795680909,0.9477188384195832,1.0076238188706452,1.1360592437169443,0.443592535447813,1.402425308908842,0.26279722458967963,0.4360970767247325,0.7361166323873748,2.327245192542814,1.8852258274211857,1.6594432357709863,3.6971015357610977,1.2783259174827517,1.0511232129655246,1.2088461877887418,0.5712443973469918,0.11412578527225448,0.2848378121018386,1.8400586821458824,0.8695260187636205,3.6902516741341715,0.554911904144893,0.6748573908731546,1.0574760713115243,4.487908076704751,2.2377916062190386,1.2161523042348406,3.9562215598965245,2.973579309440261,1.4615265660745105,0.9814492585778444,0.4450644473549525,0.252995469090036,0.4006263825044304,3.28385377614514,1.48915142917558,3.6481036444432062,0.8702105280577828,1.7705049508883066,3.0297840499152096,7.422325236924149,6.681233082337715,2.0345708237291555,5.489038361008439,2.7987781574427064,2.489474522454799,3.011201517979426,1.8931997272430725,1.1200912278694648,1.2289858138897658,1.3149560960903146,0.826737934206836,2.0256332451678674,0.4132256009238768,0.46456662863191917,0.9294556145550632,2.277307130653132,1.478332220931788,1.1242445472721336,2.90549167173421,Fatigued,0
12,2.898643772232401,2.0459557030907884,2.779010305299838,1.719508931774053,0.938631707158124,1.0824383116814018,1.1898488372374627,0.736217386164044,1.8901360761267867,0.37629187125313013,0.5331181352078184,1.0430489468514783,2.6778835717019316,1.6857392937423186,1.4167676102925748,2.806013925971649,1.3582384730097112,1.320979858424387,1.1876418930465678,0.41013401042948994,0.09920261213867289,0.26505826858894005,3.220849343952394,1.112271187264856,4.983733823723871,0.7784305141576068,0.8003863693687892,1.1436431141086856,5.1243014611104485,3.3116943205645684,1.0282052859078146,6.116590401376224,12.959391658933292,1.832789926935829,1.9198638311595086,0.7325480771095271,0.25296594605729084,0.8255711927986777,2.5019380764298957,0.9546457916387273,2.2200265015578973,0.6308267009768339,4.460484077702933,6.750161885755419,15.697485295000531,17.69084113914842,7.070854912761115,5.1227405754752375,4.251833483715625,2.064626392397978,2.5589785033904815,2.4478883463099863,0.9829907850930761,1.2419861403654235,0.8434316032061888,0.8068166222039307,1.6623586409672118,0.34468705573319375,0.7098388213799636,1.6615354439602443,3.423414598221385,1.736939305309801,2.059371855058627,1.8888136392161055,Fatigued,0
13,5.797666726992351,3.203185927311674,2.195770724804615,1.4531936812184996,1.0587206813540748,1.205629747396933,2.2042388215078184,1.4587979934001085,2.6568570775792906,0.6804163549300357,1.2315324027381847,2.6403789163862914,4.808828530906817,3.9896035896130657,1.8099688430693555,3.7152354306889612,1.1028833543956333,0.7787763407635725,0.7561192966163354,0.3975370459457068,0.1192129095106145,0.22421695579275205,1.9590031890258928,1.0299649066604017,3.473316003288396,0.611827443781413,0.8664545495146266,1.458610247524539,4.918822265230687,2.7742907626934934,1.416174704683865,3.861012836498097,3.3363751862325604,1.2714247204379627,1.2132937840144116,0.4454111999423473,0.22621882746918448,0.4028643586278864,2.854496520524253,1.0479116741464,3.1559622816183133,0.674523136017965,1.7700318527509051,2.7498494018435773,8.281634040787086,7.49055072405995,2.624123263140025,5.578482320996843,2.0900751923301017,2.5962271057428445,2.043959570260321,1.9560312059184635,1.0793912704961803,1.1378360101864908,1.3272932956730483,1.2701949409949367,2.2817234491614693,0.5111305040427844,0.41148217895881534,1.0225619052063284,1.8368861361555426,1.0685285521039003,0.8050432828880275,2.3722457300083537,Fatigued,0
14,5.5298013696625175,2.4762342509442417,4.541657040703401,2.1944330181837284,0.8571982991090819,1.2937146999153406,1.1284164202896256,0.5452270457129735,1.9140497136704746,0.3261082859228717,0.7282485675444272,1.2175735243993842,4.274359230844623,2.519922605903634,2.2331495364600036,3.198043063285731,0.9749084488698291,0.7498714901998313,1.2657756718766773,0.4244167201663261,0.148845774811577,0.26765642326270567,1.7668283424506972,0.5924205266862566,2.801619632583336,0.40775199977626486,0.5301186600913643,0.7702063410844359,3.642387643777759,2.2970547637420338,1.300100699401211,4.749217140377009,2.3222174778705784,1.278067965485648,1.6058235165503183,0.522342787994638,0.1902722512363317,0.3842387924219137,2.4467992951379043,0.7958956587154948,3.326233557600463,0.5512623840293898,1.0016299427387745,1.4461224748154398,6.043683052492694,4.445773027298726,1.8169749501452908,5.521070738064005,2.2042152481742874,2.6409607558987847,4.050874249593448,2.121245356707186,1.1623975759445049,1.3341734127318345,1.2450048494146637,0.6519483432900528,1.979473380818758,0.36007288418272826,0.3005262914251656,0.5441332197353461,1.6521205018326421,1.0391137645651212,0.8346262788081976,3.154672788950725,Fatigued,0
15,4.233952094567783,2.725348862723823,2.2395696907245433,2.0573232252319675,0.8087596769428799,1.0944473254495075,1.3247062149976623,1.2169073702020503,2.490159918481666,0.533790502415707,0.8292675652190062,1.890520358488161,3.868575486562434,2.0579907146532097,1.5535449983956189,2.4132904798605774,1.5157092602691136,0.9787533968846924,0.7399046638654907,0.47616142675381085,0.10627523639970657,0.24577892087658176,2.0555075272628835,1.3228101466091349,3.982251176764564,0.7401669878163184,1.146231482975746,2.048519673265174,6.166961978933211,3.1831836329169496,1.5486120049171899,3.6094021148814703,4.273360394601321,1.3757742997561055,0.9664936142354709,0.4119002478330458,0.195070408062892,0.4001026465723378,3.340066695744606,1.423469622036137,3.4385533600997267,0.874360051176254,2.7158928713674757,4.421509187085207,10.680660153615618,10.374745868891607,3.106149311961194,5.686493092232759,3.7325396645738382,0.9215525722773364,2.644628473875321,2.3668632974968524,1.785674262477098,1.6662857611177824,0.3893560617767626,0.34846201702083857,0.5530579410695666,0.13557894094216444,0.5491317478469893,1.4113663606988018,2.2400357439710494,1.5769984132675925,4.050273176873679,1.506711878934529,Fatigued,0
16,4.630958028027103,4.080534141967449,3.172365023725754,2.0370954588495285,0.8204813821693145,1.1967101049519389,2.003113857154232,1.2862751012098552,3.4097933368176307,0.6767120203637788,0.7679938102062034,1.4597809499829622,3.869740891185244,2.273314197383016,1.1348901557760929,3.5604120239850494,1.065039418810557,1.0397336339425935,0.5868815367907531,0.41081417461298836,0.1003128109913831,0.2135009948221386,2.5309098327049817,1.7716243718079352,4.869924071355101,0.9469267430407425,0.9699737270593757,1.814743439765573,4.988451785425215,2.5925089362213174,1.0243387191121305,3.9594913497464295,3.4126470456061284,0.7819320595341177,0.5727350571655754,0.37133380077875383,0.17568108141746797,0.315319891407638,2.1057389817308994,1.3652596427462347,2.4798056857226767,0.6983095350554613,3.047686742944742,5.958509092310629,10.822809275911935,9.190240798034527,4.364377958411649,3.648111520843813,2.330273595914564,2.721578721165467,2.0232920730498787,2.0744925484241237,1.4908068736139912,1.4026942108102112,1.3119250407685958,1.3451239973786888,1.9402509115607272,0.4869883088713063,0.41696974952682125,1.151723780740141,1.6612841045152478,1.1232981278649292,0.8562212725254797,2.2872440770248894,Fatigued,0
17,3.9526532440229016,3.18625559483975,3.8399225753416872,1.852120056865416,0.935912701349396,1.2192792592317983,1.7203288647671497,0.8297707915520218,2.6132287338728593,0.4807297928982926,0.5963608752779486,1.0293575368954369,3.2417948670046712,2.1341236651324276,1.2405323824065964,3.793586784040746,1.2210154676635483,0.8684273980214127,0.989568973234724,0.35972593003352993,0.10584334587092978,0.23116241131092063,2.414136222930793,0.8775814738639983,3.7567846480600635,0.5968006122683864,0.8391061594222161,1.233886167299958,5.282067533121743,3.3942937267539706,1.4060075378154318,5.165033199255204,3.0415330625198256,1.1630335052160627,0.8966553905646835,0.3162162079837471,0.13800021725451844,0.30630935223724476,3.6779693002828,1.297079700244286,3.7969245689738598,0.8609503075055004,2.251533437102586,3.392086965098565,9.929612139834624,9.618523610516998,2.615172347897909,6.513546250249798,2.242689415254642,3.488218290504306,2.370932068764847,3.1145841197544986,1.3222131546727884,1.5050748808445165,1.11996278038535,1.4712434558791543,2.31763770354537,0.5123908596619803,0.3294328111762223,0.9459104479627652,1.490084941153387,0.7200606337874149,0.6429326459756644,1.8811983025621377,Fatigued,0
18,3.2440759680393825,2.145436113768862,1.7961847274189817,2.0525381195657757,0.8678513175300934,1.0401938305949876,1.0452600579339006,1.1944406836437893,2.0625349340340535,0.45487170114063974,0.6878034469268374,1.8060926131472794,3.1187225617208103,1.5805192298819193,1.5120822974964063,1.9203642571187485,1.4048446311986642,0.686222903718096,0.4659698124602662,0.5237021754912199,0.11648126888589375,0.22986919601962202,1.3103304432035932,1.4726767386387527,2.9852756071740854,0.6203687413804545,1.2700271165094044,3.0148833543126936,6.111495822514402,2.6825258647836514,2.0472132649419432,2.2000915216699903,2.4104614156610165,1.2561065586100515,1.2027512936231903,0.3396593779459807,0.1427227565705456,0.3099350790957932,3.6981359566931262,1.0443610123470604,4.052805388388515,0.7454048074974785,1.430427629889235,2.004122904245397,7.7773107280831635,7.096702085005806,1.918994371248503,7.239187291405502,2.156111617490332,1.9197403808440985,1.9573995726954965,2.0124208250818194,1.6667046450772853,1.4731177954200474,0.9539457935027318,0.9807606007599469,1.3031818547115577,0.34058934649421013,0.38252497790702183,1.1015183857025128,1.4636382943670396,1.0714019605728689,1.1231266680665968,1.9266049651329569,Fatigued,0
19,3.2328600457925134,2.475128143389015,2.50539947485361,1.8790373817756933,0.84188771768841,1.0630287443546198,1.3172319866515987,0.987917562940192,2.3283736743089682,0.4735886775099762,0.6185723829091799,1.290357117992694,3.0411783904820275,1.720487350143857,1.306138453650319,2.65057399418846,1.4730584504385789,0.9340547458864473,0.9868833771382844,0.46499619730420394,0.12450292210651805,0.26606059386383174,2.008736310751767,0.9464692257711068,3.510684285567261,0.5925305234809866,0.9344549648726606,1.492636804472359,5.536552516275603,3.1678935418796406,1.577057936834955,4.131083510276622,5.036675103314674,1.0600326452520468,1.23857131203054,0.4930163027777726,0.14140892049890263,0.4120722122506449,2.1500965369290377,0.8558511205254762,2.57244389147812,0.5659554757682329,2.689100064185939,4.066520073888554,12.222797251495066,10.216041690582712,4.751433954297785,4.662328495694155,3.075476656830859,1.7941025913690563,2.3825223853602195,2.003733727484686,1.2912043998705354,1.3011459051047336,0.8953797437053763,0.7530265412796117,1.3788634958849162,0.3160044155923094,0.5416993477881376,1.290849007643582,2.3636677829634363,1.534872929793694,1.7142144889741244,2.0844211580808443,Fatigued,0
20,6.079682473351032,3.4917122173729855,2.6946778787222905,1.6754261675488333,0.9471088864736652,1.2366448950567726,2.084074061276838,1.2957809335743748,2.8235366768021843,0.6566809081257792,1.1433964654510556,2.256181535224454,4.916271839760372,3.628737924181806,1.7411751298121367,3.6924277631081956,6.522344949881096,3.1016876636576245,1.4926850979651305,0.5153911324470632,0.1470663959840327,0.5517997218910389,6.01812384495421,2.077924987585078,5.62103883095124,1.4392029676681706,3.0264098858216135,4.3695384637875305,11.82013091186195,12.65513614662553,2.102837441146381,8.914341889835777,4.792850339354345,1.838603718850967,1.506140533737541,0.47224403304853624,0.14362977903630234,0.4452499279374982,3.8933339336910144,1.2207384886511266,4.1293745455901805,0.866442643269889,2.258632392749867,3.1822065949322256,10.764404525691782,10.149096661771365,2.606788124169373,7.082660697683695,5.532498973021485,2.2282559702273024,3.8486625176036435,2.15858925373421,1.3221356838870655,1.5530964374660032,1.0322741885111184,0.5789689171329884,1.4347183577749196,0.30401667040249586,0.7548378369706077,1.437512109132987,3.562237887846929,2.5630160825875716,2.4828830470752066,2.8152268789990025,Fatigued,0
21,4.03936171182707,4.152145141048059,3.992604798188436,2.551977189689628,0.9947253196058066,1.4056210083672507,1.6270306638410996,1.039958961861693,2.953957799671145,0.5507329747557107,0.5357735859655713,1.0117108794889613,2.873720361165585,1.5828361351138636,0.9728373105010193,3.191544960567246,1.4978246754347473,1.3625936736188533,0.7725387120527555,0.5647518173927699,0.14001286836787832,0.29206689188247975,2.4127300376108494,1.7637869175490637,4.66534794422069,0.9223519526426762,1.013891037989703,1.9388344584762545,5.128361745423146,2.6521821255035465,1.0992452881839234,3.78065606858717,3.2172474220151797,0.7624430170496203,0.9405897654145641,0.39173972547784836,0.11839613406546245,0.30202533250759034,1.9462999728189017,0.8106010134115952,2.524433996047199,0.5255597639779469,2.217681528930462,3.420457611078918,10.65224362242636,8.21271679325028,4.21965622357559,4.3473578799975074,3.437336739581407,2.7464549781041754,3.0473800599381433,2.2794094733116257,1.512265669086995,1.5665392356194716,1.2048975887224007,0.9012512138574287,1.7531989723947887,0.40158397568801146,0.5026040348975308,1.1279645702122167,2.194223203239559,1.5079944081251422,1.251554009435878,2.5418140557364546,Fatigued,0
